;Gemeenten;Sociale basisvoorzieningen;Participatie;Individuele voorzieningen Wmo;Individuele voorzieningen Jeugd;Bestuur en ondersteuning;Orde en veiligheid;Onderwijs;Sport, cultuur en recreatie;Infrastructuur, ruimte en milieu;Overig;Overige eigen middelen;Onroerendezaakbelasting;Totaal;index;0
124;IJsselstein;8517956.82822;5082811.0588892;6581799.6615224;10324324.567239199;11600885.052282399;4691419.9959704;4592309.3944056;9202049.50504;8205417.001186999;0.0;-5582997.83832;-7066996.35808;56149007.7026442;;
125;Leusden;7310682.46167;3444646.4856691994;6391320.591132399;8572365.3364412;10860741.6431164;3767866.8490064004;3318380.828285599;8260272.847679999;6909948.8661686;0.0;-5245437.50682;-7765452.73922;45825357.23087178;;
126;Lopik;3075812.3021500004;1617520.6225892;2756460.3091088003;4152690.6200331994;5000721.134480399;1661577.5394064;1799775.6195496;3172408.4607599997;7154011.3073422;0.0;-2451104.74784;-3499683.3803399997;24440201.0158138;;
127;Montfoort;2908798.1517000003;1279793.24424;2647746.9906187993;3766233.1348992;4760212.507142399;1640224.4496764;1547834.4110992001;3318651.1279599993;4473334.0402016;0.0;-2321914.99134;-3188231.0921;20832692.1054076;;
128;Nieuwegein;18612280.58277;12836850.391710797;16361738.4430472;26299134.850366004;22982879.991442002;10511367.690026;10614551.437084;20040807.60164;17407048.508031003;0.0;-10906282.59196;-17615372.40388;127145080.94394498;;
129;Oudewater;2139663.70415;1091512.2439199998;2400900.4142703996;3165045.040206;3523384.9840419996;1235092.322254;1120154.572936;2697748.0608399995;4752625.8280074;0.0;-1705638.17872;-2307432.64584;18113065.559689797;;
130;Renswoude;1154323.1702800002;441738.6793708;688026.3408283999;1632314.1442607997;1936924.9828376;642786.2829836;709966.8361352001;1263639.36888;1746387.5428103998;0.0;-958004.55562;-1544864.4982999999;7713242.2465968;;
131;Rhenen;4550560.08232;2917736.5295707993;5171794.073798799;7979755.976919999;6969887.060779999;2507538.5836899998;2632524.3024136;5158927.106199999;5311012.351548401;0.0;-3388772.33534;-4301711.8201;35509275.0519116;;
132;Soest;11986846.79948;6654043.67656;12107691.8663708;15201830.9308936;16525874.273479199;6678509.4466272;6598483.758602399;12965804.27576;10994626.549286796;0.0;-7907913.36594;-12201014.95592;79604824.55531201;;
133;Stichtse Vecht;15446633.88415;7589198.359819999;13720632.975361196;20517312.683053203;22787457.9596804;8977087.203358399;9211606.8594312;16160094.358239997;20718823.020287003;0.0;-10963792.87066;-16038391.918779999;108126719.70599939;;
134;Utrecht;132742962.58426002;88168366.89164;94492047.509426;142306494.23185438;130758569.8895168;70867752.7394928;67575640.8672408;170276217.31372;110674069.1426384;0.0;-61335462.36762;-115559419.17916;830967580.0208851;;
135;Utrechtse Heuvelrug;11543561.05168;6501939.399619999;13197759.245498799;14411358.2507944;17687895.3281968;6646447.1612168;6885105.4841492;12765625.14416;12834647.844916798;0.0;-8406335.78134;-13013877.83424;81054162.30751677;;
136;Veenendaal;19771395.09912;12209344.376709199;17844677.75881;30457833.516241595;23798497.6935552;9972514.4711612;12391548.226461599;23699078.7642;17135365.5331264;0.0;-11422874.9215;-15950943.714979999;139906517.5097832;;
137;Vijfheerenlanden;14131178.42871;8451945.762229199;13671833.055154398;22275305.033590004;20661226.706049997;8066820.1565;8702117.5705464;15457463.70308;19498646.028593197;0.0;-10010455.81592;-13821274.2071;107084869.93124321;;
138;Wijk bij Duurstede;5447465.35858;2785277.7888908;4566151.257794;7513541.417099199;8276571.660302399;2980657.0414964;2958302.0688535995;6433772.764439999;6038151.389786601;0.0;-3999881.5577000002;-4998430.0563;38001599.62917301;;
139;Woerden;12798704.23895;6948508.048470799;10679215.983396798;16431081.095522802;18387712.6581316;7042885.5324856;8937674.2168896;14483408.791039998;21020729.992934003;0.0;-8875586.31624;-12580284.23246;95274093.53062718;;
140;Woudenberg;3161040.7633;1286294.03854;2407667.0473575997;4096017.8634312004;4895499.1714664;1635939.1063344;1737902.9263064;3435799.6705199997;3421424.7378136;0.0;-2393427.77268;-3150314.3330800002;20533853.318097595;;
141;Zeist;17860334.089989997;12114816.468829198;16971000.3442588;23735206.850787602;23377708.873817198;9944475.1834512;13770099.896901602;19998137.860959996;14273986.2485402;0.0;-11106818.43334;-19266337.80714;121672672.1621098;;
142;Aalsmeer;7459784.06719;3107903.3502999996;6516523.589903599;10194005.647181999;11303725.287554;4229443.368919999;3619855.6756039998;7679106.91352;12911349.753433596;0.0;-5511485.05698;-10227094.99182;51283146.22840919;;
143;Alkmaar;32374905.517989997;26030130.1499708;31865283.216104798;48913815.3030604;39584971.3654388;17942811.8434908;18717736.378964003;39602170.30812;36343946.61156;0.0;-18642331.90764;-29455112.861279998;243278466.7205876;;
144;Amstelveen;28787199.79919;11907615.504290799;21621168.160849597;31095963.67143;33185332.505569994;17333312.727094002;16161190.0538312;27932998.150119994;27625806.7677648;0.0;-15739146.36028;-30384102.59488;169527424.9387484;;
145;Amsterdam;384967851.07291;344545810.5125399;272260979.288886;387815119.8579196;340583059.4294212;251647248.97971117;168886152.8346356;447991356.00828;452982254.1247766;104883830.5781;-153046853.76582;-335787481.94746;2667730579.111906;;
146;Bergen (NH.);6433953.487780001;3318273.7565291994;10314321.662013598;7606056.2301472;11048181.345958399;4298586.3365984;3351582.6466808;6869053.745119999;8747766.0953788;0.0;-5023897.91148;-10810692.61552;46153207.753878415;;
147;Beverwijk;11879955.299800001;9184974.96014;10616361.7131292;17327723.70686;15078661.00734;7264907.940388;6665694.7843023995;12571382.267359998;12959927.449965999;0.0;-7119772.50306;-10637192.89756;85792678.7247816;;
148;Blaricum;2783493.9752899995;1147804.4495707997;2309159.6678079995;3147194.7590692;4296414.3774524;1737453.8215243998;2440334.1718336;2721299.7013999997;3015070.3203698;0.0;-2082038.7854;-4504594.77036;17011599.62675419;;
149;Bloemendaal;5096358.164729999;1950526.4035291998;5450168.575342399;4495562.5226259995;8299630.566261999;2950809.1479579997;3220608.4317960003;5190298.98688;5563903.4512628;0.0;-3987712.71612;-8866657.21932;29363506.379798405;;
150;Castricum;8121922.895169999;3953933.3983491994;8831001.950274;9000877.316998;12659983.463526;4385551.0729519995;4689783.0952728;8867632.9056;8967518.394577399;0.0;-6058582.8387;-8837448.07442;54582197.94706139;;
151;Den Helder;15656376.194689998;15709521.699729197;20177432.3994908;29784533.2806756;20347242.6877132;8524017.1852752;9375602.1009336;17869115.673359998;16832770.6886472;0.0;-9424851.15194;-11919469.3629;132932382.01186478;;
152;Diemen;9673195.605919998;4541641.7046308;4699895.935322;8315057.3749824;11695885.7644328;6550923.3264748;4802060.653868801;7581022.427999999;11410614.626783397;0.0;-5465143.4411;-9432512.83158;54372668.95687299;;
153;Dijk en Waard;24279504.950120002;13039967.8577308;21886031.297381997;32742732.945669603;30659838.611651197;11334720.591471199;13728568.849290399;30178125.178599995;21717047.656607803;0.0;-14833484.4931;-19397906.79056;165335224.20427898;;
154;Drechterland;4262148.778860001;2073346.7687491998;4604847.2229619995;6845729.286284001;7006195.303128;2405761.879752;2223334.5475824;4588147.624199999;7610313.524960998;0.0;-3398107.3371;-4169176.78908;34052560.66568659;;
155;Edam-Volendam;8402017.67986;3305799.6244307994;8454196.822232;10336674.1236752;12717867.152194398;4436901.1073744;4542662.5150648;10283792.168439997;14303139.6163866;0.0;-6127761.8696;-8446200.27332;62209116.5479902;;
156;Enkhuizen;4587610.162800001;3517992.15348;5456447.854382;9143822.212392;6621548.466203999;2588428.5987279997;2877235.6197032;6871014.05816;7568086.1742597995;0.0;-3148062.6471;-4215478.11248;41868672.752656996;;
157;Gooise Meren;15419489.4322;7914236.621510799;13838871.2113652;17960936.054605596;21105149.890423197;8671417.106839199;8813863.566384798;18034091.74784;16413890.290411603;0.0;-10058631.09286;-16729195.313480001;101384163.49346839;;
158;Haarlem;52508111.79096;33052301.981750794;42319252.4304312;63785016.95744079;59060783.82565759;30214438.7862296;30201578.643443197;65225618.797919996;53869044.1819082;0.0;-27570927.69816;-49535705.182119995;353129696.69239336;;
159;Haarlemmermeer;43323639.89667;20127200.693709195;28752066.64316;48927725.119697206;55714058.6357684;24368720.8680804;25408955.975782398;44993967.4058;48858823.675379194;0.0;-27054835.458;-49168080.98916;264252367.22976285;;
160;Heemskerk;10425438.97507;7417524.662239999;11305850.971853197;14398866.126111599;13831250.472505199;5721152.5539112;7093538.8399008;11116263.882639999;9613432.623018;0.0;-6573008.11426;-8447220.11518;75903134.43890801;;
161;Heemstede;6499891.29839;2640017.9506707997;7133564.7501216;6560137.238930801;9746159.891347598;3663119.6687316;3596418.4502679994;6800511.367719999;6415946.428120599;0.0;-4630494.26588;-8610695.53796;39814594.00201699;;
162;Heiloo;5605253.54788;2902259.73086;6708112.867766799;6302782.4746376;8479043.5974272;2889631.0816492;2246873.2760600005;6311862.0395599995;5698886.968975199;0.0;-4053891.21074;-6408813.8065;36682017.146726;;
163;Hilversum;27679896.908230003;20132835.812039997;25232544.613794;37848802.0874068;32972465.9286596;15854462.3042596;18397691.2920472;30916826.775799997;25042842.033726998;0.0;-15560281.0587;-27004758.32808;191513435.6804722;;
164;Hollands Kroon;10592306.02003;6645534.164889199;12414124.107193198;20696532.753273997;17004192.753898;6381574.755066;6753655.3720104;11531559.50044;20996992.446299803;0.0;-8239972.71426;-12967348.918159999;91809212.57545657;;
165;Hoorn;21369130.35103;15642340.028669197;20877952.977235198;35106037.5939532;26271109.808140397;11235908.711546399;14714605.881948;26913414.44596;21977663.3080928;0.0;-12538240.93536;-16420983.337140001;165149036.76912913;;
166;Huizen;10810922.255210001;7023650.83336;11579224.9308344;15645794.9250036;14474217.519269198;6052508.4188492;6278453.1329464;11868074.334479999;9616163.097599797;0.0;-6876562.36792;-9853480.84216;76619012.45264862;;
167;Koggenland;4850445.691769999;2354776.4472092;4729409.5869748;6694766.328210801;8024688.023427599;2914529.0108396;2451676.2351704007;5129280.107559999;9333636.9953386;0.0;-3918867.07814;-5090823.364519999;37473536.504413016;;
168;Landsmeer;2606756.8214800004;1323262.6695092;2312391.459546;3125809.7276448;4011789.1492056;1503956.5553235998;1500842.6250103996;2518932.2633999996;4346672.1011168;0.0;-1951182.0643;-2966739.73914;18332500.1390504;;
169;Laren;2581316.47284;1004875.9579907999;3929597.9631663994;2367988.224364;4125008.781908;1600552.184532;1862473.071844;2663174.5730799995;2965272.3926000004;0.0;-1952348.93952;-5038348.375279999;16109568.206733206;;
170;Medemblik;10114784.63856;6031871.57272;11521785.2166732;18091995.6111776;15870286.5103272;5671099.0423892;5480780.8399511995;12242629.416639999;19550295.978778597;0.0;-7673204.75026;-10963579.4901;85938797.420967;;
171;Oostzaan;2113122.89587;1031839.9057707998;1983657.8491239997;2795038.9272652003;3339060.0610443996;1205379.1238104;998685.0827968001;2086628.2051999997;4164081.6117292;0.0;-1620289.5912;-2457847.3863399997;15639364.944244802;;
172;Opmeer;2567676.36426;1277439.4605308;2950984.9321959997;4216656.6353576;4181501.0411272002;1373443.7195892;1297077.7545656;2851603.902;4509237.852531999;0.0;-2030362.8828;-2721619.2043000003;20473651.8697884;;
173;Ouder-Amstel;3375505.09149;1861745.7693492002;2494572.4155071997;4084812.4612147994;4953643.739175599;2267539.3193095997;1973786.1359495996;3039564.17884;5442830.030866201;0.0;-2379758.66296;-4916291.82226;22197960.7447682;;
174;Purmerend;26834796.70347;16544662.879359998;25834972.2163624;38506633.182486;32930998.571001995;14911741.773054;15085463.2274136;30034100.5118;25408505.109580595;0.0;-15668133.66832;-21545159.32024;188878693.70643255;;
175;Schagen;10645671.87887;5966799.8614308;13553435.809759999;16823812.276093196;16885501.0164204;6420930.207854399;7146418.896982399;12175323.72364;18107452.2273008;0.0;-7909747.027;-10985866.8803;88829780.90838198;;
176;Stede Broec;5274518.52368;2990165.7070599995;6625986.384953599;9914597.8278088;7622140.5615936;2615106.0664315997;3881335.2127928;6295415.4379199995;6599774.3540148;0.0;-3690326.23148;-4169758.3929399997;43958984.341269195;;
177;Texel;3333330.1306199995;1756790.1205091998;4830274.514018799;4870297.6242368;5401179.8168496;2530735.0195315997;2080424.469676;3469210.31296;8907264.8683508;2868851.67604;-2330249.81434;-5542505.010619999;32175617.67411481;;
178;Uitgeest;2929075.0106800003;1592137.3178199998;1859020.3802183997;3655314.3816616;4640841.630555199;1577917.3544231998;1350821.3142984;3108172.67488;3354507.4030243997;0.0;-2245734.7091200002;-3022524.36412;18799558.487453196;;
179;Uithoorn;8015222.69555;4061859.9805308003;6151870.996062401;10485253.440298002;10862388.721786;4692414.804923999;5463111.681468;7830649.02648;10588421.5398906;0.0;-5241270.09532;-8557499.362459999;54352453.517715804;;
180;Velsen;18129403.82477;13567462.644229198;19221532.554307997;28156056.0107092;24108365.485212397;9567377.8774784;10525364.031302402;21102040.9586;17954535.5732834;0.0;-11467049.4834;-17574768.52934;133290402.66362709;;
181;Waterland;3716649.26255;1978363.7084092;4130496.7084948;5076880.7660788;6052755.0198836;2306201.0077036005;1988586.5949879996;4332771.390639999;6850843.691337799;0.0;-2935357.96414;-3770101.76148;29728102.991493806;;
182;Wijdemeren;5197272.092530001;2168284.7255999995;5686769.938334798;6512037.854764399;8634427.550366798;3228642.6924107997;2450958.1601568;5357881.346159999;8387194.910022602;0.0;-4110568.00714;-7090928.991719999;36421990.48097821;;
183;Wormerland;3749023.41471;2248092.14406;4318973.0379264;5630885.5339604;5748548.610758799;2237742.8733128;1857349.2092512;3702774.0976799997;6245538.8754891995;0.0;-2769161.59352;-3836753.0174199995;29133031.1199708;;
184;Zaanstad;48778851.94616;34701802.48776919;45091016.3150496;74152462.30307999;55589510.84245999;27306423.746756;29182418.5832984;55884409.71932;50834906.7180192;0.0;-26607755.55228;-37825983.73112;357088273.62334436;;
185;Zandvoort;4178541.8434200003;3859362.9038999993;5475722.991362399;6841899.212198399;6402101.219264799;2930030.4055148;1996736.3983504;4056711.1650799997;4726596.135338001;0.0;-2924189.30132;-5327050.767139999;32216485.9060228;;
186;Alblasserdam;4670522.2091500005;3830995.7873599995;5029014.4405032;8596659.8230324;6987244.137302799;2622419.5512928003;2627678.8948816;4879508.772039999;6395236.725924199;0.0;-3393273.13976;-4890999.2647400005;37355034.097401;;
187;Albrandswaard;6134271.473120001;3810455.2284092;3403670.8453804;6528213.466415199;9033703.472074399;3445915.6818884006;3062076.2760112;5885441.182879999;6645276.1185146;0.0;-4393618.59622;-5968201.914899999;37587220.03896339;;
188;Alphen aan den Rijn;30079117.379359998;17422073.1286308;26431112.978950396;40188567.368084796;39721710.6746656;16072487.293721598;17567587.4164336;34193286.095079996;39178805.5870484;0.0;-19033735.195720002;-26380579.5308;215440543.37433517;;
189;Barendrecht;12889770.00318;5660325.5563707985;8668136.845726399;13680283.1774112;16702713.828886397;6993171.615970398;9496105.3743304;13127091.45048;15807347.003008401;0.0;-8136787.60552;-11813184.3058;83075007.12042402;;
190;Bodegraven-Reeuwijk;8119842.63958;3873657.2026907997;7210042.868817599;10089636.157619199;12502520.314082399;4831882.2325844;4120876.2928144005;8345037.14212;16703589.838084796;0.0;-6052415.06968;-8651828.08246;61092868.79675962;;
191;Capelle aan den IJssel;19753277.06464;17192807.943219997;17326730.5975344;28867674.650819197;23762146.150002398;12325180.745368399;12006531.017689599;18683385.22008;22714267.331172194;0.0;-11260679.26592;-13662788.02534;147708624.1953402;;
192;Delft;34019974.81582;27623622.6533092;25908214.1375792;37053479.293135196;38831099.0971344;21470403.0765224;17537621.406384796;36664840.224039994;43197425.81592619;0.0;-17684160.65556;-26852378.18108;237770267.30579934;;
193;Dordrecht;37596330.54751;37256200.11942919;36756296.3487048;55272063.67087719;42936783.375928394;20724251.5219684;23128829.645885598;46585762.60632;39838855.5746202;0.0;-20242617.92364;-27415619.23812;292437294.2470159;;
194;Goeree-Overflakkee;10960969.14801;6485248.3063508;13018543.820267998;17551266.08473;18380643.00541;7227052.527519999;7969908.143943199;12234571.963879999;20991159.9932398;0.0;-8599870.3714;-13144301.0881;93075242.52976178;;
195;Gorinchem;10699559.91377;9132731.294119999;10411922.1288292;17389812.3753116;13477525.1940252;6052823.2982672;9298805.462900799;12918219.838719998;12578400.867611602;0.0;-6411312.54806;-9096752.7797;86451785.81546555;;
196;Gouda;21979046.77248;17332490.396729197;20116116.4169952;30186607.3353096;26515413.0532312;12274819.2380632;16096650.25682;26420783.4352;37228542.12063699;0.0;-12554910.58136;-15784551.957199998;179811093.84382534;;
197;Hardinxveld-Giessendam;4094529.5707400003;2399523.1055908;4019766.0794732;7268193.1838712;6373916.543226399;2099791.7033043997;2528056.3240744;4649775.90924;6169597.283114999;0.0;-3114056.5692600003;-4063465.07738;32425648.328513395;;
198;Hendrik-Ido-Ambacht;7774583.94769;4034819.8543491997;5068600.1122876;9657275.4130076;11001090.1887572;3947916.7222992005;3917315.0542064;8363541.73592;8932229.728665601;0.0;-5364792.17218;-6249246.525099999;51083358.2605128;;
199;Hillegom;5168950.330040001;2993961.8304399992;5279823.5680316;8046105.773680801;7832072.823237599;2924029.2399136;2790770.5530544003;5497135.65772;6948842.4031936005;0.0;-3742835.61638;-5473853.2384;38265028.29577159;;
200;Hoeksche Waard;19129272.47336;10441091.583470799;20709849.164731994;28835529.2442672;30946326.485978402;10933434.188286401;11444374.489469599;20659637.405399997;29090354.414737;0.0;-14962674.2496;-20304997.376280002;146922281.7051294;;
201;Kaag en Braassem;6195154.990220001;3298129.0844908;6040730.276215599;8365136.754503201;9918244.794550398;3792696.2124884;2958941.3897232;6532503.92872;11017556.6105766;0.0;-4763017.95158;-7078121.68598;46277978.05590619;;
202;Katwijk;16923872.48895;9716006.099270798;15669196.287340399;25201343.255857997;22952972.386945996;8117538.786756;9926827.119302802;20317611.90228;15361837.518917402;0.0;-11103151.11122;-14465038.0965;118619084.8280514;;
203;Krimpen aan den IJssel;7005129.667479999;5626925.193710799;8354320.1358288;11873965.8045064;10198652.297500798;3966308.3267527996;4130661.3917016;7039612.630959999;9742204.0225902;0.0;-4918212.35584;-5986141.40108;57033462.9616994;;
204;Krimpenerwaard;12277259.301789999;7787601.2215092;13233099.93544;20138699.705955602;19779657.1771932;7230479.941633199;8051838.498451998;13262091.262279999;27932200.720153797;0.0;-9618385.742;-12652396.82276;107422205.116483;;
205;Lansingerland;15645149.006409999;6107842.551549199;8119078.6542488;15775076.947266;22032060.648541998;8027086.195142;10910271.325329598;16637820.168759998;20260691.464630403;0.0;-10794262.57084;-18502291.269;94218556.138938;;
206;Leiden;41223315.29862;29995724.964970794;32473765.833070803;45885218.1068064;46252659.6513408;24132020.5904148;21667968.5015192;50433038.90687999;48615043.203339204;0.0;-21185286.40494;-32547042.248619996;286946570.013484;;
207;Leiderdorp;7033883.32213;3808309.3340908;6374117.9689404;7893083.7770876;9715630.212257199;4122075.3410592;3729055.4064175994;6789319.33148;8180728.700607399;0.0;-4610323.99422;-6266721.2465;46769182.5095002;;
208;Leidschendam-Voorburg;22059100.2128;15802563.592589196;20883587.290151596;25406344.270837605;27671756.3119872;13419224.757985199;11936442.731623199;21220213.29372;22579943.3235628;0.0;-12961149.85438;-17860405.39162;150157699.74163875;;
209;Lisse;5322037.20972;3020423.6102599995;6092501.194807998;8743498.0950296;8139456.079171199;3079620.9547012;3376579.2145315995;5703753.1838;6483416.847454399;0.0;-3899030.1994000003;-6248147.84866;39814135.78574201;;
210;Maassluis;9562735.8631;7672169.436710799;9545555.1825116;13988063.610673599;12377321.786379198;5739460.5295972;5754446.9299184;9852754.234119998;8574801.854563;0.0;-5884885.12738;-6845363.38862;70337104.12765574;;
211;Midden-Delfland;4281160.7087900005;1790478.9564199997;3220660.7803383996;4576479.566839601;6681740.056261199;2461829.6985912;2058016.1827288;4155274.8834799994;7303416.795036599;0.0;-3245913.46912;-5064205.266860001;28218951.3908518;;
212;Molenlanden;9119699.18433;4795336.7770308;8160609.445077599;14356634.348741999;15315647.748114;5481310.9092419995;5553314.1650448;9871033.57772;19434538.920813788;0.0;-7527678.74068;-10091124.15876;74469361.449111;;
213;Nieuwkoop;6129178.81072;3014823.2966907993;6160734.705683599;8759998.6928048;10071375.291605597;3441020.3457335997;3253906.6934752;6551392.42352;12347954.5506086;0.0;-4911377.80098;-7196979.328439999;47622052.4349062;;
214;Nissewaard;24423242.5325;21038617.781269196;23586445.6516276;38460251.8476288;30443430.297313597;13654529.938285599;14691721.367719198;26747073.380719997;23709239.278531797;0.0;-14474753.71118;-15871734.257520001;186408178.00176778;;
215;Noordwijk;10294766.399189997;5663407.1148508;10301528.1460588;14237786.681566;16068043.174581999;6079333.254763999;5962694.914512;11031521.278959999;12001114.372681;0.0;-7531179.36634;-14271666.246539999;69837392.95167859;;
216;Oegstgeest;6109654.8926;3144745.629339999;3989060.2422832;4884114.4913008;8934801.2545176;3259670.3237616;4916547.1988976;6232141.87904;5515169.656907401;0.0;-4291767.05916;-7117536.43556;35576612.811844215;;
217;Papendrecht;8050235.110119999;5750106.0834;8677943.4263844;12331967.588192001;11246017.253883999;4451912.858736;5488345.1353248;8543171.403479999;8652497.123107601;0.0;-5380461.63942;-6869199.821839999;60942571.87359278;;
218;Pijnacker-Nootdorp;13703662.648200002;4982484.255279999;6317618.469758399;12736239.444236;19642752.105311997;7385946.433712;7934738.539235201;13158972.625679998;16571345.369167399;0.0;-9613718.24112;-13163419.377999999;79656652.24826097;;
219;Ridderkerk;12093893.44324;9829420.0777892;15325685.7533444;20807494.129844796;16573507.2921656;7079286.0920656;7608766.725616;12442761.405479997;16089719.6144384;0.0;-7914247.83142;-12137348.88528;97799003.10449196;;
220;Rijswijk;16734481.65417;13773994.799210798;13634139.492968397;21340895.7443892;20758717.2714124;11178140.3099744;13230991.848088002;14174093.265079997;17115090.366563;0.0;-9667894.59062;-13754557.67746;118518164.63878213;;
221;Rotterdam;268736545.20027;299217101.27004915;233189633.50452;355185817.46906996;239381002.26228997;161390595.66979998;146248420.9113592;320347162.02748;244443946.39126283;38268971.966539994;-110669779.794;-188026411.1065;2007714026.9982917;;
222;Schiedam;25669401.87784;21735139.846419998;20773495.6044616;35507619.755316794;28678962.2583296;16667227.000065599;15905270.272449601;25763999.665599998;29376959.588848196;0.0;-13440402.17688;-16900332.4172;189737457.61917132;;
223;'s-Gravenhage;222661040.53577998;208590584.22314;166332355.2010708;240186265.74182796;205867036.889556;137675618.333596;117162587.66702558;257868655.02019998;209482032.81273934;0.0;-93823268.84994;-147438471.1412;1524565139.7291155;;
224;Sliedrecht;6402527.556949999;5494572.259539999;6778540.4422848;10595003.7154052;9114711.171504399;3546575.5011623995;4289743.377427201;6874381.781959999;7705588.585350599;0.0;-4364780.10864;-5717610.87718;50719284.665062584;;
225;Teylingen;8992506.58264;3894860.9748691996;7382187.173312;11033381.777740002;13328040.052599998;4693553.998265999;5025118.9050048;9963295.2678;10421359.695503399;0.0;-6419480.6746000005;-10014359.29202;58300494.11693739;;
226;Vlaardingen;22381261.59647;22156681.876809195;23219192.183798797;35246165.4815004;26746011.7413188;13727214.1646108;14108445.9723648;23164317.59516;23533110.742419597;0.0;-12515403.52034;-15440769.66588;176326341.09310034;;
227;Voorne aan Zee;17627584.10469;10895381.00546;19113336.185734;24206963.818332396;25811820.000542797;9643641.4437328;10585486.119017601;20617011.300759997;19734158.899476007;0.0;-12326369.7347;-16042626.25534;129866455.02977963;;
228;Voorschoten;6092163.3944500005;2918468.8480892;5544575.6079979995;6405926.3825284;8945649.6884748;3395859.4902708;2725560.5081656;6140776.749799999;6005728.287915999;0.0;-4278264.6459;-6040163.24796;37856298.5323888;;
229;Waddinxveen;7900408.780110001;3870184.7863308;5938005.204457199;10597065.420729201;11228723.9923124;4233832.0651984;5853171.303604799;8475402.257839998;12740022.909063801;0.0;-5434471.29246;-7772149.416139999;57630224.44800058;;
230;Wassenaar;6498102.263169999;3264709.7114491994;6676263.0058796;7099353.738716399;9443987.495770799;3716709.4879207998;4096963.2847583997;6439926.096519999;6602906.1868406;0.0;-4516307.19078;-9221781.45214;40100851.7326598;;
231;Westland;29085008.659769997;14052330.458739998;29640012.182796396;42949877.00687879;39441976.32140359;14058621.2604656;15999786.0832768;36452290.854839996;33559370.032621995;0.0;-19151256.20002;-32698379.32542;203389748.8759152;;
232;Zoetermeer;38958363.41747;27294337.1550108;31064810.996665597;50108685.876941994;44510956.22023399;21526363.244147997;23670342.804628797;42628632.278119996;32587789.921057004;0.0;-21170117.02708;-27797789.04758;263382513.09235427;;
233;Zoeterwoude;2023241.05263;752068.6654907999;1656818.6429396002;1933387.3904100002;3291382.10261;1232421.2635279999;967385.6792320001;2005576.7071199997;4123051.7552868;0.0;-1574114.67178;-2886102.05486;13525121.536753198;;
234;Zuidplas;10646059.37143;5455892.60062;7100067.046853198;13113537.1256036;16156730.830909198;6147363.4980492;6458115.9709668;10611815.847639998;16660055.878279798;0.0;-7831566.38726;-10965559.25276;73552547.70216784;;
235;Zwijndrecht;11976396.795090001;11602918.8800308;13896281.569189599;20648547.0015412;15778874.079676399;7145664.656656399;7959839.245640799;12226837.610119998;13901664.7934598;0.0;-7504341.23628;-9635852.97712;97996895.58643699;;
236;Borsele;4971998.68172;2792512.576450799;5653586.3135947995;9148232.4619896;7991904.4014711995;3079218.0042931996;2874336.1103296005;5400698.39736;10275050.6617892;0.0;-3860523.31714;-5892106.4640999995;42434933.937268384;;
237;Goes;11026534.99885;8593338.41254;14819793.018707596;19534713.284052398;13966457.376482798;5693516.218588799;9331124.310127199;14020358.377479997;13557563.796536202;0.0;-6573341.50718;-9820101.40306;94150010.57129098;;
238;Hulst;6635774.683440001;3728988.4840599997;9992512.1853312;12468208.391436001;9700697.167812;3407038.98122;3970425.8234872;8417894.057719998;11661654.5752476;0.0;-4600155.51016;-5363598.64336;60019475.636729985;;
239;Kapelle;3014053.6251000003;1276053.2990799998;3256096.7998972;4639537.662379201;4501644.041322399;1555264.5000564;1956820.9039959996;3425610.9238399994;4511648.3544678;0.0;-2175555.49946;-2772693.2421;23188492.913889006;;
240;Middelburg;14336651.526820002;12058750.8660108;16998531.793303195;23755197.449709598;17732652.7686112;7240121.302047199;9063017.537627198;19489045.684359998;16151899.836279195;0.0;-8327488.35576;-10862010.02708;117636435.06111643;;
241;Noord-Beveland;1694263.88495;1062191.0136292;2570185.6891004;2066009.0380299997;3086058.88143;1582673.5925699999;904234.1089599999;1745467.0802799999;5296730.458769401;0.0;-1309734.08622;-2928597.6049999995;15769488.065998996;;
242;Reimerswaal;5209338.129240001;3072933.0799999996;5489598.046506;10528782.3361448;7906190.435785599;2928789.0339876;3884978.356644;5681218.9728;9098193.262127202;0.0;-3876526.1773;-4432349.58422;45491174.882957205;;
243;Schouwen-Duiveland;7808861.951870001;4870581.8758491995;12028814.471909199;13454456.311729997;12718006.382269999;5254912.975339999;4495550.417372;10248279.671559999;18101376.648111403;0.0;-5761196.35406;-10459575.7035;72760107.9223018;;
244;Sluis;5562132.359420001;3037661.61356;9113045.6729396;8840318.439663202;9058378.102950398;4311101.0369224;3324146.5179216005;6555232.4798799995;13565776.2149294;0.0;-3874525.81978;-8285670.16096;51207621.63230261;;
245;Terneuzen;14325726.55983;11164443.9782092;21068880.992059596;26903208.121846;19402014.073442;7900208.816471999;8943134.7777688;16732837.490319999;19631068.653026603;0.0;-9167138.42478;-13891497.3303;123012965.61222418;;
246;Tholen;5704643.02814;3833965.9619491994;6759453.48099;11217177.038396;9251746.893592;3534850.927636;3962908.6833167993;6732329.701719998;11308513.714279601;0.0;-4471632.5395;-4974201.09768;52859788.21868759;;
247;Veere;4596825.54723;1932207.3548091997;5809337.441893999;5626422.515013999;8267085.014678;3668373.048633999;2331914.7128032;5291491.21816;10047599.902372198;0.0;-3674823.4607;-8063160.18612;35833287.86810659;;
